"CRS SUBJ CD","CRS NBR","CRS TITLE","DEPT CD","DEPT NAME","A","B","C","D","F","ADV","CR","DFR","I","NG","NR","O","PR","S","U","W","Primary Instructor","Grade Regs"
"HIST","477","Topics Mid East History","2316","History","10","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Quadri, Syed Junaid Ahmed","15"
"HIST","551","Colloquium on American Hist","2316","History","9","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Sklansky, Jeffrey","10"
"HIST","591","Prelim Prospectus Prep","2316","History","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","Fidelis, Malgorzata","11"
"HNUR","101","Elementary Hindi-Urdu I","2714","Linguistics","6","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Kumar, Chandan","11"
"HUM","110","Introduction to Humanities I","2903","Humanities","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Amato, Rebecca","12"
"INST","106","World since 1400","2316","History","4","4","3","1","2","0","0","0","0","0","0","0","0","0","0","1","Hoppe, Kirk A","15"
"INST","184","Intro International Relations","2734","Political Science","19","12","5","4","3","0","0","0","0","0","0","0","0","0","0","1","Floros, Katharine","44"
"ITAL","101","Elementary Italian I","2606","Hispanic and Italian Studies","20","10","5","0","1","0","0","0","0","0","0","0","0","0","0","1","Iusco, Maria","37"
"ITAL","101","Elementary Italian I","2606","Hispanic and Italian Studies","5","4","4","2","2","0","0","0","0","0","0","0","0","0","0","2","Masciello, Clelia","19"
"ITAL","102","Elementary Italian II","2606","Hispanic and Italian Studies","10","3","1","1","0","0","0","0","0","0","0","0","0","0","0","1","Mazza, Giordano","16"
"ITAL","103","Intermediate Italian I","2606","Hispanic and Italian Studies","15","17","5","0","0","0","0","0","0","0","0","0","0","0","0","5","Iusco, Maria","42"
"ITAL","104","Intermediate Italian II","2606","Hispanic and Italian Studies","5","10","4","0","1","0","0","0","0","0","0","0","0","0","0","0","Masciello, Clelia","20"
"JPN","101","Elementary Japanese I","2714","Linguistics","18","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Changet, Mika Obana","24"
"JPN","101","Elementary Japanese I","2714","Linguistics","13","6","3","1","0","0","0","0","0","0","0","0","0","0","0","1","Shiga, Hitomi","24"
"JPN","103","Intermediate Japanese I","2714","Linguistics","18","8","5","0","0","0","0","0","0","0","0","0","0","0","0","2","Changet, Mika Obana","33"
"JST","102","Intro to Jewish History","2507","Religious Studies","6","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","Snoek, Doren G","14"
"KOR","101","Elementary Korean I","2714","Linguistics","10","5","3","2","0","0","0","0","0","0","0","0","0","0","0","4","Kim, Hanae","24"
"KOR","103","Intermediate Korean I","2714","Linguistics","9","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","Kim, Hanae","16"
"KOR","130","Korean Culture through Films","2714","Linguistics","20","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Kim, Hanae","22"
"LALS","101","Intro Latin American Studies","2988","Latin American &Latino Studies","43","47","18","4","5","0","0","0","0","0","0","0","0","0","0","4","Feldmann, Andreas","121"
"LALS","102","Intro Latino Studies","2988","Latin American &Latino Studies","50","32","21","2","10","0","0","0","0","0","0","0","0","0","0","5","Huerta, Joel","120"
"LALS","105","Intro to Mex Studies","2988","Latin American &Latino Studies","36","6","3","0","11","0","0","0","0","0","0","0","0","0","0","4","Roa, Cristian","60"
"LALS","107","Intro to Nahua Studies","2988","Latin American &Latino Studies","4","3","5","3","3","0","0","0","0","0","0","0","0","0","0","8","Roa, Cristian","26"
"LALS","220","Lat Amer Cities Global Context","2988","Latin American &Latino Studies","10","5","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Lopez Garcia, David","17"
"LALS","225","Racial and Ethnic Groups","2772","Sociology","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Clarno, Andrew J","10"
"LALS","229","Sociology of Latinos","2772","Sociology","8","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","Juarez, Jennifer C","13"
"LALS","262","Latin Amer since 1850","2316","History","5","3","2","2","3","0","0","0","0","0","0","0","0","0","0","2","Evans, Kathryn Elizabeth","17"
"LALS","266","Modern Mexico","2316","History","3","21","4","5","6","0","0","0","0","0","0","0","0","0","0","9","Gonzalez, Fredy","48"
"LALS","276","Latinas in US","2988","Latin American &Latino Studies","8","4","1","1","0","0","0","0","0","0","0","0","0","0","0","2","Gutierrez, Elena Rebeca","16"
"LALS","277","Race,Class,and Gender","2988","Latin American &Latino Studies","9","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Garcia, Lorena","15"
"LALS","283","Latinos and Politics","2988","Latin American &Latino Studies","11","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","Ramos, Mitzi","18"
"LALS","288","History of Puerto Rico","2988","Latin American &Latino Studies","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Lopez, Jose Elias","12"
"LALS","301","Research Methods","2988","Latin American &Latino Studies","7","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Inda, Jonathan Xavier","10"
"LALS","395","Chicanas&Latinas: Self&Society","2988","Latin American &Latino Studies","11","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Dowling, Julie","16"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","20","3","0","Alford, James Gearld","23"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","20","2","2","Allen, Phyllis","24"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","44","2","2","Baird, Allison F","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","43","5","0","Bambenek, Nathanael","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","41","3","3","Becker, Kaylena","47"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","43","3","2","Buck, Martin Peter","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","58","6","2","Cabeen, Phillip Nicolas","66"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","22","1","0","Coenic, Jarvis Bernard","23"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","21","1","1","Colhoff, Julie M","23"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","46","1","0","Cook-White, Patrick William","47"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","20","2","1","Diaz, Mario","23"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","48","0","0","Ethridge, Rachel","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","47","1","0","Falk, Patrick Joseph","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","21","2","1","Figueroa, Iliana","24"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","22","1","1","Garcia, Trisha","24"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","46","1","1","Gartland, Rachele","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","44","2","1","Heath, Mary L","47"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","23","1","0","James, Lisa A","24"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","46","2","0","Jarrell, Ashley L","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","2","Johnson, Timothy William","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","42","3","1","Kravitz, Beth","46"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","2","LaLonde, Margaret","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","1","Lyons, Lisa","23"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","40","2","4","Lytle, Wendall Patric","46"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","21","3","0","Mendoza, Eduardo","24"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","2","Mheidly, Nour","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","22","1","0","Miranda, Iliana Jennette","23"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","3","Myers, Janine Marie","24"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","43","5","0","Quinn, Tasha","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","44","2","3","Ramirez, Elizabeth","49"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","3","Rasmussen, Ashley Brianna","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","2","Roman, Lisett","23"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","36","4","5","Silva, Sophia N","45"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","45","1","2","Spinella, Jake","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","2","Thayer, Casey","48"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","42","2","2","Villalobos, Yesenia M","46"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","45","2","0","Wessel, McKenzie","47"
"LAS","110","Experience UIC","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","2","Wier, Justin Robert","48"
"LAS","200","LAS Career Success","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","24","4","0","Dohse, Brian","28"
"LAS","200","LAS Career Success","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","19","1","0","Drink, Shabree Briunna","20"
"LAS","200","LAS Career Success","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","40","3","1","Herrera, Elizabeth","44"
"LAS","289","LAS Internship","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","2","Gallagher, Lauren","24"
"LAS","289","LAS Internship","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","0","0","0","74","0","1","Rausch, Kyle Curtis","75"
"LAS","299","LAS Study Abroad","2410","LAS Administration","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","Roessler, Brian A","10"
"LAT","101","Elementary Latin I","2349","Classics & Mediterran Studies","9","5","1","2","0","0","0","0","0","0","0","0","0","0","0","1","Burns, Krishni Schaefgen","18"
"LAT","103","Intermediate Latin I","2349","Classics & Mediterran Studies","7","4","2","6","0","0","0","0","0","0","0","0","0","0","0","0","Burns, Krishni Schaefgen","19"
"LCSL","502","Communicative Lang Teach","2581","Literature, Cult & Ling Course","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Fernandez, Claudia","14"
"LCSL","503","Prof Development I","2581","Literature, Cult & Ling Course","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","Loentz, Elizabeth A","11"
"LING","150","Intro Study of Lang Gen Ed","2714","Linguistics","26","11","3","0","3","0","0","0","0","0","0","0","0","0","0","3","Pichan, Carrie E","46"
"LING","150","Intro Study of Lang:PreCS&LING","2714","Linguistics","2","9","4","1","0","0","0","0","0","0","0","0","0","0","0","2","Shin, Gyu-Ho","18"
"LING","160","Language and Society","2714","Linguistics","12","5","2","1","0","0","0","0","0","0","0","0","0","0","0","1","Hallett, Jill Maureen","21"
"LING","160","Language and Society","2714","Linguistics","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Potowski, Kimberly J","20"
"LING","170","Languages of the World","2714","Linguistics","23","10","1","0","9","0","0","0","0","0","0","0","0","0","0","2","Hallett, Jill Maureen","45"
"LING","210","Intro Natural Language Syntax","2714","Linguistics","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Ebert, Shane","11"
"LING","220","Intro: Phonetics & Phonology","2714","Linguistics","12","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","Pichan, Carrie E","20"
"LING","230","Semantics/Pragmatics/Discourse","2714","Linguistics","10","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Xiang, Xuehua","14"
"LITH","115","Lithuanian Culture","2382","Pol, Russ & Lith Studies","6","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Subacius, Giedrius","12"
"MATH","088","Intermediate Algebra Workshop","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","68","19","3","Carpenter, Ryan","90"
"MATH","088","Intermediate Algebra Workshop","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","23","5","3","Tulsian, Narayani","31"
"MATH","088","Intermediate Algebra Workshop","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","55","8","6","Wheeler, Alexandria Marie","69"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","17","5","0","Adkisson, William G","22"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","12","9","1","Hinz, Auden McEuen","22"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","1","0","0","0","0","75","35","8","Ingebretson, Daniel Jordan","119"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","17","7","3","Jackson, Billy Joe","27"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","16","4","1","Jagathese, Vignesh","21"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","24","3","2","Kruzan, Katherine Grace","29"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","27","1","1","McNamara, Alycia A","29"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","11","3","1","Owens, Bryson","15"
"MATH","090","Intermediate Algebra","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","1","0","0","0","0","98","22","10","Woldeit, Anthony John","131"
"MATH","104","Math Reasoning Workshop","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","6","0","0","43","1","5","Holley, Lydia J","55"
"MATH","105","Mathematical Reasoning","2610","Math, Statistics, & Comp Scnc","68","48","21","9","8","0","0","0","0","0","0","0","0","0","0","12","McNamara, Alycia A","166"
"MATH","109"," College Algebra Workshop","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","1","Dodds, Samuel Robert","23"
"MATH","109"," College Algebra Workshop","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","55","8","3","Mioranci, Lucas","66"
"MATH","109"," College Algebra Workshop","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","30","7","3","Tulsian, Narayani","40"
"MATH","110","College Algebra","2610","Math, Statistics, & Comp Scnc","92","95","78","47","26","0","0","0","2","0","0","0","0","0","0","30","Pourarian, Shokouh","370"
"MATH","110","College Algebra","2610","Math, Statistics, & Comp Scnc","64","79","69","47","37","0","0","0","1","0","0","0","0","0","0","20","Taylor, Gregory Kyle","317"
"MATH","121","Precalculus Mathematics","2610","Math, Statistics, & Comp Scnc","31","31","26","12","9","0","0","0","1","0","0","0","0","0","0","6","Jackson, Billy Joe","116"
"MATH","121","Precalculus Mathematics","2610","Math, Statistics, & Comp Scnc","31","29","28","9","9","0","0","0","0","0","0","0","0","0","0","5","Kursell, Anita","111"
"MATH","121","Precalculus Mathematics","2610","Math, Statistics, & Comp Scnc","98","92","81","29","23","0","0","0","1","0","0","0","0","0","0","19","Simpson, Gilberto","343"
"MATH","125","Elementary Linear Algebra","2610","Math, Statistics, & Comp Scnc","91","63","32","10","11","0","0","0","0","0","0","0","0","0","0","10","Dai, Mimi","217"
"MATH","125","Elementary Linear Algebra","2610","Math, Statistics, & Comp Scnc","114","55","28","10","7","0","0","0","1","0","0","0","0","0","0","6","Devi, Shavila","221"
"MATH","140","Arith & Algebraic Structures","2610","Math, Statistics, & Comp Scnc","32","18","5","1","1","0","0","0","0","0","0","0","0","0","0","3","Lee-Hassan, Alexa","60"
"MATH","140","Arith & Algebraic Structures","2610","Math, Statistics, & Comp Scnc","9","12","6","1","0","0","0","0","0","0","0","0","0","0","0","1","Superfine, Alison May","29"
"MATH","141","Algebraic & Geom Structures","2610","Math, Statistics, & Comp Scnc","12","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Lee-Hassan, Alexa","23"
"MATH","160","Finite Math for Business","2610","Math, Statistics, & Comp Scnc","44","36","28","4","9","0","0","0","0","0","0","0","0","0","0","4","Carter, Andrea C","125"
"MATH","160","Finite Math for Business","2610","Math, Statistics, & Comp Scnc","37","26","11","6","0","0","0","0","0","0","0","0","0","0","0","0","Meyer, McKinley","80"
"MATH","165","Calculus for Business","2610","Math, Statistics, & Comp Scnc","10","14","13","2","1","0","0","0","0","0","0","0","0","0","0","7","Bridges, Mercer Truett","47"
"MATH","165","Calculus for Business","2610","Math, Statistics, & Comp Scnc","121","81","71","26","28","0","0","0","2","0","0","0","0","0","0","23","Shulman, Andrew M","352"
"MATH","170","Calculus for Life Sciences","2610","Math, Statistics, & Comp Scnc","32","27","13","5","0","0","0","0","0","0","0","0","0","0","0","8","Kobotis, Evangelos","85"
"MATH","179","Emerg Schol Workshop/Calc I","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","25","9","1","Christo, Nicholas","35"
"MATH","180","Calculus I","2610","Math, Statistics, & Comp Scnc","105","57","45","21","13","0","0","0","0","0","0","0","0","0","0","11","Ash, William Ray","252"
"MATH","180","Calculus I","2610","Math, Statistics, & Comp Scnc","167","90","77","18","9","0","0","0","0","0","0","0","0","0","0","18","Diep, Vi B","379"
"MATH","180","Calculus I","2610","Math, Statistics, & Comp Scnc","153","91","75","28","19","0","0","0","0","0","0","0","0","0","0","12","Meyer, McKinley","378"
"MATH","180","Calculus I","2610","Math, Statistics, & Comp Scnc","98","56","44","22","7","0","0","0","0","0","0","0","0","0","0","9","Switala, Nicholas","236"
"MATH","181","Calculus II","2610","Math, Statistics, & Comp Scnc","75","55","66","11","8","0","0","0","1","0","0","0","0","0","0","15","Bode, Martina","231"
"MATH","181","Calculus II","2610","Math, Statistics, & Comp Scnc","72","46","35","13","7","0","0","0","0","0","0","0","0","0","0","10","Bridges, Mercer Truett","183"
"MATH","181","Calculus II","2610","Math, Statistics, & Comp Scnc","51","21","24","7","1","0","0","0","0","0","0","0","0","0","0","5","Protsak, Victor","109"
"MATH","182","Emerg Schol Workshop/Calc II","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","14","1","3","Gintz, Michael","18"
"MATH","194","Spec Topics in Math","2610","Math, Statistics, & Comp Scnc","14","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Lee, Minjin","16"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","27","15","14","3","1","0","0","0","0","0","0","0","0","0","0","4","Abramov, Rafail","64"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","11","3","4","0","2","0","0","0","0","0","0","0","0","0","0","4","Ash, William Ray","24"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","8","4","4","2","0","0","0","0","0","0","0","0","0","0","0","5","Awanou, Gerard","23"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","24","27","9","3","3","0","0","0","0","0","0","0","0","0","0","1","Birkett, Richard Alan Pope","67"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","5","4","4","1","4","0","0","0","0","0","0","0","0","0","0","3","Bona, Jerry","21"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","9","7","6","1","1","0","0","0","0","0","0","0","0","0","0","0","Greenblatt, Michael","24"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","15","11","13","2","1","0","0","0","0","0","0","0","0","0","0","3","Harrison-Trainor, Matthew A","45"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","12","6","2","1","0","0","0","0","1","0","0","0","0","0","0","1","Khalil, Osama Ayad Ghaly","23"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","50","22","20","15","4","0","0","0","0","0","0","0","0","0","0","6","Kobotis, Evangelos","117"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","17","14","8","4","2","0","0","0","0","0","0","0","0","0","0","2","Lyu, Shiji","47"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","20","16","14","9","3","0","0","0","1","0","0","0","0","0","0","2","Mahadeo, Christopher Aaron Rudranauth","65"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","23","15","2","1","3","0","0","0","0","0","0","0","0","0","0","2","Moreland, Gwyneth Sakarin","46"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","10","4","3","1","1","0","0","0","0","0","0","0","0","0","0","3","Nicholls, David Peter","22"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","11","15","13","5","0","0","0","0","0","0","0","0","0","0","0","1","Shvydkoy, Roman","45"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","5","6","3","6","0","0","0","0","0","0","0","0","0","0","0","3","Steenbergen, John","23"
"MATH","210","Calculus III","2610","Math, Statistics, & Comp Scnc","8","5","8","0","0","0","0","0","0","0","0","0","0","0","0","3","Taylor, Gregory Kyle","24"
"MATH","211","Emerg Schol Workshop/Calc III","2610","Math, Statistics, & Comp Scnc","0","0","0","0","0","0","0","0","0","0","0","0","0","12","2","0","Wu, Kuang Yu","14"
"MATH","215","Intro to Advanced Math","2610","Math, Statistics, & Comp Scnc","15","18","5","5","0","0","0","0","1","0","0","0","0","0","0","2","Bakker, Benjamin","46"
"MATH","215","Intro to Advanced Math","2610","Math, Statistics, & Comp Scnc","7","7","2","3","2","0","0","0","0","0","0","0","0","0","0","2","Furman, Alexander","23"
"MATH","215","Intro to Advanced Math","2610","Math, Statistics, & Comp Scnc","12","14","16","0","1","0","0","0","0","0","0","0","0","0","0","4","Kashcheyeva, Olga S.","47"
"MATH","215","Intro to Advanced Math","2610","Math, Statistics, & Comp Scnc","19","22","2","0","0","0","0","0","0","0","0","0","0","0","0","3","Saia, Frederick Vincent","46"
"MATH","215","Intro to Advanced Math","2610","Math, Statistics, & Comp Scnc","5","6","11","1","0","0","0","0","0","0","0","0","0","0","0","0","Van Limbeek, Wouter","23"
"MATH","215","Intro to Advanced Math","2610","Math, Statistics, & Comp Scnc","13","7","2","0","0","0","0","0","0","0","0","0","0","0","0","1","Zhang, Wenliang","23"
"MATH","220","Differential Equations I","2610","Math, Statistics, & Comp Scnc","70","68","72","13","7","0","0","0","0","0","0","0","0","0","0","25","Protsak, Victor","255"
"MATH","294","Spec Topics: ESP WKSP Math 215","2610","Math, Statistics, & Comp Scnc","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Zhou, Kevin H","12"
"MATH","294","Spec Topics: ESP WKSP Math 313","2610","Math, Statistics, & Comp Scnc","10","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Lee, Sung Min","13"
"MATH","300","Writing for Mathematics","2610","Math, Statistics, & Comp Scnc","60","1","0","1","2","0","0","0","0","0","0","0","0","0","0","4","Schaposnik Massolo, Laura Patricia","68"
"MATH","310","Applied Linear Algebra","2610","Math, Statistics, & Comp Scnc","45","47","28","4","3","0","0","0","0","0","0","0","0","0","0","3","Devi, Shavila","130"
"MATH","310","Applied Linear Algebra","2610","Math, Statistics, & Comp Scnc","30","44","30","11","10","0","0","0","0","0","0","0","0","0","0","6","Switala, Nicholas","131"
"MATH","310","Applied Linear Algebra","2610","Math, Statistics, & Comp Scnc","64","87","59","25","10","0","0","0","0","0","0","0","0","0","0","9","Vo, Liet Anh","254"
"MATH","313","Analysis I","2610","Math, Statistics, & Comp Scnc","3","3","2","3","1","0","0","0","0","0","0","0","0","0","0","0","Furman, Alexander","12"
"MATH","313","Analysis I","2610","Math, Statistics, & Comp Scnc","3","2","7","5","0","0","0","0","0","0","0","0","0","0","0","2","Sparber, Christof","19"
"MATH","320","Linear Algebra I","2610","Math, Statistics, & Comp Scnc","11","1","2","0","1","0","0","0","0","0","0","0","0","0","0","2","Tucker, Kevin","17"
"MATH","330","Abstract Algebra I","2610","Math, Statistics, & Comp Scnc","4","7","4","1","1","0","0","0","0","0","0","0","0","0","0","0","Shipley, Brooke E.","17"
"MATH","417","Complex Analysis","2610","Math, Statistics, & Comp Scnc","3","7","3","1","0","0","0","0","0","0","0","0","0","0","0","1","Greenblatt, Michael","15"
"MATH","435","Found of Number Theory","2610","Math, Statistics, & Comp Scnc","15","1","3","0","1","0","0","0","0","0","0","0","0","0","0","1","Cojocaru, Alina Carmen","21"
"MATH","480","Appl Differential Equations","2610","Math, Statistics, & Comp Scnc","2","2","4","0","3","0","0","0","0","0","0","0","0","0","0","1","Nicholls, David Peter","12"
"MATH","496","Independent Study","2610","Math, Statistics, & Comp Scnc","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Shulman, Andrew M","10"
"MATH","506","Model Theory I","2610","Math, Statistics, & Comp Scnc","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Freitag, James","10"
"MATH","514","Number Theory I","2610","Math, Statistics, & Comp Scnc","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","Cojocaru, Alina Carmen","18"
"MATH","516","Second Abstract Algebra I","2610","Math, Statistics, & Comp Scnc","13","3","2","0","0","0","0","0","0","0","0","0","0","0","0","3","Tucker, Kevin","21"
"MATH","533","Real Analysis I","2610","Math, Statistics, & Comp Scnc","6","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","Dai, Mimi","10"
"MATH","552","Algebraic Geometry I","2610","Math, Statistics, & Comp Scnc","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Coskun, Izzet","11"
"MATH","571","Adv Topics In Algebraic Geom","2610","Math, Statistics, & Comp Scnc","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Coskun, Izzet","15"
"MATH","589","Teaching Mathematics","2610","Math, Statistics, & Comp Scnc","31","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Shipley, Brooke E.","32"
